nama,sinta_id,dept,sinta_score,sinta_3yr_score,scopus_h_index,gs_h_index
LUCKY ANGKAWIDJAJA RORING,6006490,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",59,57,0,1
JOHAR PERMANA,5991886,Administrasi Pendidikan (S3),384,57,1,12
HIKMAT PRAMAJATI,6132635,Profesi Ners Kampus Sumedang (Profesi),94,57,1,1
MUHAMMAD HANDI GUNAWAN,6007311,Pendidikan Bahasa Inggris (S1),94,57,2,2
DEDY SURYADI,5993912,Pendidikan Teknik Bangunan (S1),120,57,1,3
WASIMUDIN SURYA SAPUTRA,5978996,Pendidikan Teknik Elektro (S1),388,57,6,4
SYAHIDIN,5993519,Pendidikan Agama Islam (S2),186,57,0,8
PATRIANA NURMANSYAH AWWALUDIN,6690144,Pendidikan Kepelatihan Olahraga (S1),73,56,0,3
YOPI KUSDINAR,6745768,Pendidikan Kepelatihan Olahraga (S1),100,56,2,3
GHOITSA ROHMAH NURAZIZAH,5989817,Unknown,132,56,1,5
DIDIN SAMSUDIN,6102061,Pendidikan Bahasa Korea (S1),104,66,0,1
KURJONO,5994659,Pendidikan Ekonomi (S2),146,66,0,5
HERI RIDWAN,6139697,Keperawatan Kampus Sumedang (S1),96,66,2,2
AI MAHMUDATUSSA ADAH,5994030,Pendidikan Tata Boga (S1),294,66,1,8
RATU DINTHA INSYANI ZUKHRUF FIRDAUSI SULAKSANA,6752924,Pendidikan Bisnis (S1),77,66,0,4
RAKHMAT YUSUF,6003508,Teknik Sipil (S1),104,66,0,1
DWI ALIA,6681261,PGSD Kampus Tasikmalaya (S1),102,65,1,2
IRA PURNAMASARI MN,6009786,Pendidikan Kepelatihan Olahraga (S1),283,65,4,5
R DIAN DIAAN MUNIROH,6791785,Unknown,107,65,1,4
PUJI RAHAYU,5993194,PGSD Kampus Purwakarta (S1),171,65,2,5
RINANDA RIZKY AMALIA SHALEHA,6745841,Psikologi (S1),92,58,1,2
SURYANA,5978648,Manajemen (S3),354,58,3,9
AHMAD FUADIN,5992944,Pendidikan Geografi (S1),92,58,0,2
MAHMUD FASYA,5978112,Bahasa dan Sastra Indonesia (S1),124,58,0,3
ELIS ENDANG NIKMAWATI,5994650,Pendidikan Tata Boga (S1),661,58,2,6
DADANG KURNIA,6721738,Unknown,278,58,1,11
FAKRY GAFFAR,6145775,Unknown,188,58,0,9
HERLINA,5995734,Psikologi (S1),126,57,0,3
HURRY MEGA INSANI,6745740,Gizi (S1),80,57,0,2
HIKMAT PRAMAJATI,6132635,Profesi Ners Kampus Sumedang (Profesi),94,57,1,1
MASHARYONO,5984854,Pendidikan Bisnis (S1),377,53,1,7
 LINDA SETIAWATI,5995101,Perpustakaan dan Sains Informasi (S1),178,52,1,9
MUNAWIR,6745899,Teknik Komputer (S1),118,52,1,3
RINA HERYANI,6798424,Pendidikan Guru Sekolah Dasar (S1),54,52,0,1
WAHID MUNAWAR,5978660,Pendidikan Teknik Otomotif (S1),325,52,1,5
JUJU JUANGSIH,5992349,Pendidikan Bahasa Jepang (S2),119,52,0,3
ENCEP SUDIRJO,6144884,PGSD Penjas Kampus Sumedang (S1),140,52,0,8
LILIS KOMARIYAH,6745825,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",81,51,1,5
RIPAN HERMAWAN,6005860,Ilmu Ekonomi dan Keuangan Islam (S1),98,51,1,0
S. NAILUL MUNA ALJAMALIAH,6754120,PGSD Kampus Cibiru (S1),53,51,0,2
AJO SUTARJO,6140840,PGSD Kampus Serang (S1),102,62,0,3
ANEU CAKHYANEU,5994677,Ilmu Ekonomi dan Keuangan Islam (S1),117,62,0,4
R. KUSDIANTI,6814319,Unknown,99,61,1,5
TEDI PERMADI,5981800,Pendidikan Bahasa Indonesia (S2),166,61,0,5
NALAHUDDIN SALEH,6746413,Pendidikan Bahasa Arab (S1),62,61,0,1
IKIN SOLIKIN,5994587,Magister Ilmu Akuntansi (S2),275,61,0,8
DADI MULYADI,6689987,Teknologi Pendidikan (S1),107,60,0,3
RISA TRIARISANTI,6102047,Pendidikan Bahasa Korea (S1),93,60,0,1
ADAM HERMAWAN,6681172,Bisnis Digital (S1),69,60,0,2
HENI RUSNAYATI,6122990,Pendidikan Fisika (S1),370,54,3,9
PITRIA SOPIANINGSIH,6745713,Pendidikan Pancasila Dan Kewarganegaraan (S1),58,54,0,1
DEWI KUSRINI,5994903,Pendidikan Bahasa Jepang (S1),67,53,0,2
BACHTIAR HASAN,5991821,Pendidikan Teknik Elektro (S1),307,53,2,6
YAYAT,5994024,Pendidikan Teknik Mesin (S1),207,53,1,3
"IIK NURULPAIK, S.PD., M.PD",5995495,Administrasi Pendidikan (S1),256,53,1,4
AGUS FIRMANSAH,6127340,Pendidikan Seni Musik (S1),91,53,0,1
KANIGARA HAWARI,6709267,Pendidikan Pancasila Dan Kewarganegaraan (S1),61,60,0,0
RISRIS HARI NUGRAHA,6692272,Ilmu Pendidikan Agama Islam (S1),55,53,0,4
CUCU SURAHMAN,5993732,Ilmu Pendidikan Agama Islam (S1),151,53,0,5
DADANG DAHLAN,5993404,Pendidikan Ekonomi (S3),199,53,1,3
KANIGARA HAWARI,6709267,Pendidikan Pancasila Dan Kewarganegaraan (S1),61,60,0,0
ADE JUWAEDAH,6006422,Pendidikan Teknologi dan Kejuruan (S2),104,60,0,4
AGUS MULYANA,5992575,Pendidikan Sejarah (S3),227,60,1,6
NON DWISHIERA CAHYA ANASTA,6722417,Pendidikan Guru Sekolah Dasar (S1),63,59,0,1
RIKA MARDIANI,6750042,Pendidikan Akuntansi (S1),73,59,0,3
TATANG SURATNO,6729458,PGSD Kampus Serang (S1),290,59,2,11
DINAR DINANGSIT,6681964,Pendidikan Jasmani (S2),139,59,0,3
WARLI HARYANA,6657188,Pendidikan Seni Rupa (S1),75,59,0,1
KUKUH WIDIYANTO,6126950,Unknown,64,59,0,2
MUHAMMAD ARIEF RAKHMAN,6710571,Pendidikan IPS (S1),70,59,0,1
DWI LESTARI RAHAYU,5994045,Pendidikan Teknologi Agroindustri (S1),131,48,1,4
RIZKI HIKMAWAN,6122897,Pendidikan Sistem dan Teknologi Informasi Kampus P (S1),147,48,0,6
SUCI SUNDUSIAH,6679899,Pendidikan Bahasa Indonesia Bagi Penutur Asing (S2),198,48,1,5
RINA NURHUDI RAMDHANI,6697084,Bimbingan Dan Konseling (S1),80,48,0,3
TONI HERYANA,5995980,Akuntansi (S1),231,48,1,4
BAMBANG TRISNO,5993962,Teknik Elektro (S1),160,48,2,3
NUGRAHA SUHARTO,6121505,Administrasi Pendidikan (S2),122,48,0,2
ARDIYANTO,6747025,Pendidikan Seni Rupa (S1),293,48,0,0
TIA YULIAWATI,6722016,Manajemen (S1),112,48,0,4
AGUS DANAWAN,6123641,Pendidikan Fisika (S1),194,47,3,7
S. NAILUL MUNA ALJAMALIAH,6754120,PGSD Kampus Cibiru (S1),53,51,0,2
NURI NOVIANTI AFIDAH,6140963,Ilmu Komunikasi (S1),102,51,1,3
DINA MAYADIANA SUWARMA,5993782,Pendidikan Guru Sekolah Dasar (S1),98,51,0,5
NENENG SUTJIATI,6121745,Pendidikan Bahasa Jepang (S1),151,51,0,4
HENDRI SULISTYO,6653912,Unknown,63,50,0,2
IWAN GUNAWAN,6745742,Pendidikan Seni Musik (S1),76,50,0,1
BAMBANG ABDULJABAR,6690150,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",176,50,1,10
MUHAMAD IQBAL,5978331,Pendidikan IPS (S1),143,50,0,0
YADI MULYADI,5992663,Pendidikan Bahasa Perancis (S1),143,50,0,3
TARUNASENA,5992788,Pendidikan Sejarah (S1),231,50,1,4
HELMY FIRMANSYAH,5978105,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",348,50,4,5
AMANDA PUSPANDITANING SEJATI,6681142,Keperawatan Kampus Sumedang (S1),87,50,1,3
HENI NURAENI ZAENUDIN,6122531,Ilmu Komunikasi (S1),163,50,1,3
WIRMANTO SUTEDDY,6745736,Teknik Komputer (S1),58,50,0,1
ASEP KURNIA JAYADINATA,5993780,PGSD Kampus Sumedang (S1),334,49,1,12
GILANG PRATAMA PUTRA,6786959,Industri Pariwisata (S1),69,49,1,2
ENDANG SUPARDI,5994061,Pendidikan Ekonomi (S2),105,49,1,6
CECE KUSTIAWAN,6674760,Matematika (S1),86,49,0,3
PUTRASULUNG BAGINDA,6004765,Pendidikan Bahasa Jerman (S1),60,49,0,2
SRI RAHAYU,6745927,Pendidikan Teknik Bangunan (S1),54,45,0,2
ENTIT PUSPITA,5986409,Matematika (S1),219,45,3,5
HARRY SULASTIANTO,6682881,Unknown,389,45,0,0
SUSANTI AGUSTINA,5994966,Perpustakaan dan Sains Informasi (S1),129,45,0,6
WIDI KUSUMAH,6682996,Pendidikan Kepelatihan Olahraga (S1),254,44,0,2
QONITA,6767689,PGPAUD Kampus Tasikmalaya (S1),143,48,1,4
TITO EDY PRIANDONO,6146591,Ilmu Komunikasi (S1),74,44,0,3
TATI SETIAWATI,5999497,Pendidikan Tata Boga (S1),173,44,1,7
NUSUKI SYARI'ATI FATHIMAH,6751506,Pendidikan Ilmu Komputer (S1),46,44,0,1
ABIH GUMELAR,6715297,Pendidikan Pariwisata (S1),47,44,1,1
RESA PRAMUDITA,6688224,Pendidikan Teknik Otomasi Industri dan Robotika (S1),252,44,3,4
IMA NIMAH CHUDARI,6043715,Unknown,91,45,1,4
ANA FARICHA,6124265,Unknown,78,45,1,2
AGUS WIDARSONO,5993330,Magister Ilmu Akuntansi (S2),224,45,0,7
NINDITA FAJRIA UTAMI,6682469,Pendidikan Sosiologi (S1),56,45,0,2
IDING TARSIDI,5995210,Pendidikan Khusus (S2),118,45,0,2
FIRMAN AZIZ,6036674,Ilmu Komunikasi (S1),228,45,2,4
WIKU LARUTAMA,6745846,Teknik Logistik (S1),68,45,1,2
MEMEN KUSTIAWAN,259600,Magister Ilmu Akuntansi (S2),134,45,0,5
DEDAH NINGRUM,6130820,Keperawatan Kampus Sumedang (D3),51,45,1,3
ENGKOS KOSASIH,6005773,Unknown,434,45,0,0
TONI SETIAWAN SUTANTO,6126662,Pendidikan Seni Musik (S1),108,56,1,0
ANI HENDRIANI,5994782,Pendidikan Guru Sekolah Dasar (S1),175,56,0,6
FAJAR NUGRAHA ASYAHIDDA,6682474,Pendidikan Sosiologi (S1),269,56,1,3
MARIYA AL QIBTIYA ,6745731,Pendidikan Teknik Otomasi Industri dan Robotika (S1),63,56,1,2
ALWAN HUSNI RAMDANI,6726953,Ilmu Komunikasi (S1),60,56,0,1
SUKO PRATOMO,6730573,Unknown,174,54,1,6
VINI AGUSTIANI HADIAN,6682379,Pendidikan Geografi (S1),78,54,0,3
IMAM TRI SUTRISNO,6711574,Keperawatan (D3),58,54,0,0
WIDYA ASTUTI,6745724,Gizi (S1),58,54,0,1
IYEN NURLAELAWATI,6005610,Pendidikan Bahasa Inggris (S1),121,54,1,5
DETI NUDIATI,6711363,Pendidikan Masyarakat (S1),47,44,0,2
KHAERUDIN KURNIAWAN,5993472,Pendidikan Bahasa Indonesia (S2),187,44,0,7
FATIHATUROSYIDAH,6145523,PGSD Kampus Serang (S1),63,44,0,2
DWI NOVI WULANSARI,6745877,Teknik Logistik (S1),181,44,1,6
AYI BUDI SANTOSA,5992658,Pendidikan Sejarah (S1),143,44,0,4
RIKSMA NURAHMI RINALTI AKHLAN,6122630,Pendidikan Khusus (S2),94,43,0,1
TATI,6003345,Unknown,93,43,0,2
UNUN UMARAN,6681884,Ilmu Keolahragaan (S1),78,43,0,2
SYIFA F. SYIHAB,6681556,Gizi (S1),163,43,1,4
RAFIKA ROSYDA,6727416,Profesi Ners Kampus Sumedang (Profesi),46,43,0,0
IRA RENGGANIS,6000936,Pendidikan Guru Sekolah Dasar (S1),158,41,0,4
ABDUL AZIS WAHAB,6722201,Unknown,128,41,0,3
RAMADITA FETRIANGGI,6722253,Desain Komunikasi Visual (S1),60,41,0,2
FENSY SELLA,6722526,Pendidikan Seni Musik (S1),64,41,0,1
ACE IWAN SURYAWAN,6681510,Pendidikan Seni Tari (S1),141,41,0,2
YANI KUSMARNI,6115838,Pendidikan Sejarah (S1),157,40,0,5
DENI KADARSAH,6798645,Administrasi Pendidikan (S1),42,40,0,1
SILMI ATH THAHIRAH ,6745812,Pendidikan Teknik Otomasi Industri dan Robotika (S1),59,40,0,1
EKA PRIHATIN,6147695,Administrasi Pendidikan (S2),421,40,1,10
ALEN RISMAYADI,6682218,Pendidikan Kepelatihan Olahraga (S1),73,40,0,3
LA ODE ALAM MINSARIS,6760517,Sistem Informasi Kelautan (S1),68,40,2,2
ENDAH SILAWATI,6004067,PGPAUD Kampus Cibiru (S1),116,40,0,4
HERBERT SIREGAR,5991008,Ilmu Komputer (S1),259,40,2,6
RETNO AYU HARDIYANTI,6780170,Pendidikan IPS (S1),52,39,1,1
R DETI ROSTIKA,6006176,PGSD Kampus Cibiru (S1),122,39,0,6
ENTAN SAPTANI,6682914,PGSD Penjas Kampus Sumedang (S1),199,39,2,6
YUSUF ALI TANTOWI,6682708,Pendidikan Bahasa Arab (S1),53,39,0,2
YANTI HAMDIYATI,6007061,Pendidikan Biologi (S1),280,39,2,8
SALMAN,6749997,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",138,39,0,0
NUR AEDI,6001913,Administrasi Pendidikan (S3),406,38,0,8
ADE ROHAYATI,6186158,Pendidikan Matematika (S1),101,37,0,4
ELYSA NENSY IRAWAN,6779016,Mekatronika dan Kecerdasan Buatan Kampus Purwakart (S1),38,37,0,1
HERNAWAN,5987458,Pendidikan Bahasa Sunda (S1),160,37,0,3
PUSPITA WULANDARI,6778395,Pendidikan Sosiologi (S1),50,36,0,3
IRVAN SATRYA PRANA,6779573,Desain Komunikasi Visual (S1),49,36,0,2
MAD RUDI,6746212,Pendidikan Kelautan dan Perikanan Kampus Serang (S1),39,36,1,1
MAFTUHIN,5993669,Pendidikan Sosiologi (S1),57,36,0,0
R. DIAN DIA-AN MUNIROH,5978405,Linguistik (S2),44,36,0,0
ANA RAHMA YUNIARTI,6745957,Teknik Komputer (S1),171,36,2,3
SUDARYAT NURDIN AKHMAD,5994926,Bimbingan Dan Konseling (S1),118,36,0,2
ARI ARIFIN DANUWIJAYA,5991917,Pendidikan Bahasa Korea (S1),396,36,6,7
SUSANTI KURNIAWATI,6122723,Pendidikan Ekonomi (S1),96,36,0,3
SITI MUJDALIPAH,6042954,Pendidikan Teknologi Agroindustri (S1),339,36,2,9
POPON HARYETI,6660026,Keperawatan Kampus Sumedang (D3),128,36,0,0
ACEP RUSWAN,6726993,PGSD Kampus Purwakarta (S1),61,36,0,3
ASEP SAEFUDIN,5977546,Pendidikan Guru Sekolah Dasar (S1),51,36,0,3
NOVIYANTI ANEROS,5992199,Pendidikan Bahasa Jepang (S1),142,35,0,2
TATI HERNAWATI,6039136,Pendidikan Khusus (S2),248,35,0,8
ISTIKHOROH NURZAMAN,6654231,PGSD Kampus Tasikmalaya (S1),110,35,0,5
TATANG HIDAYAT,6670154,Unknown,211,35,0,13
ISTIKHOROH NURZAMAN,6654231,PGSD Kampus Tasikmalaya (S1),110,35,0,5
RIDA ROSIDA,5994703,Ilmu Ekonomi dan Keuangan Islam (S1),118,35,0,3
YATUN ROMDONAH AWALIAH,5994714,Pendidikan Bahasa Sunda (S1),55,35,0,2
HANIFA ZULHAIMI,259601,Akuntansi (S1),134,34,0,5
TRIANNISA RAHMAWATI,6745962,Pendidikan Kimia (S1),62,34,1,2
ELLY LASMANAWATI W,5994675,Unknown,90,34,0,4
UNDANG SUDANA,6005105,Bahasa dan Sastra Indonesia (S1),145,34,0,2
FITRIANI AGUSTINA,5981275,Matematika (S1),223,34,2,5
ANY ARYANI,6038233,Biologi (S1),184,34,2,5
WINTI ANANTHIA,5994974,PGSD Kampus Cibiru (S1),148,34,0,4
NUNUNG NURSYAMSIAH,6681975,Pendidikan Bahasa Arab (S2),128,34,1,2
LULU LAELA AMALIA,5988724,Pendidikan Bahasa Inggris (S2),55,34,1,5
RIESKY,5994354,Bahasa dan Sastra Inggris (S1),123,34,1,2
EKA SURACHMAN,5979141,Manajemen (S1),77,34,1,1
ARIYANO,6124946,Pendidikan Teknik Mesin (S1),114,34,1,3
SRI HANDAYANI,6006334,Pendidikan Teknologi dan Kejuruan (S3),143,34,0,5
RESTIE ANANDA MIRANTIE,6693779,Unknown,515,33,0,32
AHMAD FAJAR FADLILLAH,6753812,Teknologi Pendidikan (S1),34,33,1,1
PIPIN TRESNA PRIHATIN,6000304,Pendidikan Tata Busana (S1),79,33,0,1
LIPTIA VENICA,6779029,Mekatronika dan Kecerdasan Buatan Kampus Purwakart (S1),140,33,3,3
ACEP SUPRIADI,6722770,Pendidikan Ilmu Pengetahuan Sosial (S3),105,47,0,4
I WAYAN RATNATA,6004542,Pendidikan Teknik Elektro (S1),194,47,2,5
EVIANA HIKAMUDIN,6786908,Pedagogik (S2),54,47,1,2
SITI HAMIDAH,6709938,Sains Informasi Geografi (S1),66,46,0,1
SUCIPTO,6065276,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",90,46,1,3
ERNA SUWANGSIH,5993210,PGSD Kampus Purwakarta (S1),183,46,1,9
HELLI IHSAN,6042148,Psikologi (S1),129,46,0,4
HIKMAH MAULANI,6736715,Pendidikan Bahasa Arab (S1),140,46,0,2
JAYANTI MEGASARI,6745831,Pendidikan Bahasa Korea (S1),58,46,0,1
AI SUTINI,6004075,Pendidikan Guru Sekolah Dasar Kampus Cibiru (S2),135,45,1,7
AFI FADLILAH,5995742,Pendidikan Bahasa Perancis (S2),116,33,1,3
PIPIN TRESNA PRIHATIN,6000304,Pendidikan Tata Busana (S1),79,33,0,1
LIPTIA VENICA,6779029,Mekatronika dan Kecerdasan Buatan Kampus Purwakart (S1),140,33,3,3
AFIFAH MU'MINAH,6779860,Desain Produk Industri Kampus Tasikmalaya (S1),34,33,0,1
RAHMAT SETIADI,6683286,Pendidikan Kimia (S1),71,32,0,3
SANDI BUDI IRIAWAN,6753110,Pendidikan Guru Sekolah Dasar (S1),67,32,0,4
PEPI NURONIAH,6697085,PGPAUD Kampus Serang (S1),61,32,0,2
ANWAR SANUSI,6740451,Unknown,43,32,0,5
ROZMITA DEWI YUNIARTI ROZALI,6147161,Akuntansi (S1),152,32,0,4
ISTIQOMAH,6000414,Teknik Sipil (S1),54,32,0,0
AKHMAD FAOZI,6689846,Keperawatan Kampus Sumedang (D3),71,32,0,0
AMIN BUDIAMIN,5995112,Bimbingan Dan Konseling (S1),135,32,1,8
SUCIATI,5993193,Unknown,154,32,1,2
IIS SOPIAWATI,5995237,Pendidikan Bahasa Perancis (S1),56,32,0,2
ODIH SUPRATMAN,5995373,Teknik Sipil (S1),66,31,1,2
ENDANG HERAWAN,5995295,Administrasi Pendidikan (S3),129,31,0,10
ETTY ROHAYATI,5994710,Unknown,166,31,0,3
ASEP SURYATNA,6683491,Pendidikan Kimia (S1),150,31,3,6
HAFIZHAH INSANI MIDYANTI,6745761,Musik (S1),36,31,0,1
SYAM HARDWIS,6725405,Ilmu Keolahragaan (S1),53,31,0,2
GIRANG RAZATI,5984831,Pendidikan Bisnis (S1),197,43,0,5
ARMANDHA REDO PRATAMA,6748167,Pendidikan Pariwisata (S1),58,42,0,3
HIMAWAN PRASETIYO,6745744,Pendidikan Kelautan dan Perikanan Kampus Serang (S1),52,42,1,2
A. BUDHI SALIRA,6771601,Pendidikan Ilmu Pengetahuan Sosial (S2),52,42,0,0
ISNIE YUSNITHA,5993405,Pendidikan Matematika (S1),298,42,2,4
UUS KARWATI,5993491,Pendidikan Seni (S2),106,42,0,3
ASRI RIA AFFRIANI,6124844,Survey Pemetaan dan Informasi Geografis (D3),204,42,3,3
PIDI MOHAMAD SETIADI,6674027,PGSD Kampus Tasikmalaya (S1),101,42,2,3
KOKOM ST KOMARIAH,6135827,Pendidikan Umum dan Karakter (S2),233,42,0,0
JUPRI,6681759,Pendidikan Geografi (S1),92,41,0,5
RINI ANDARI,6000526,Pariwisata (S2),170,38,1,8
EDED TARMEDI,5984792,Pendidikan Profesi Guru (Profesi),224,38,1,0
NANDAN SUPRIATNA,6145508,Pendidikan Teknik Bangunan (S1),58,38,0,0
DEWI CAKRAWATI,5992915,Pendidikan Teknologi Agroindustri (S1),511,38,4,7
CIK SUABUANA,6126941,Pendidikan Umum dan Karakter (S2),48,38,0,5
ANASTASIA WULANDARI,6655698,Psikologi (S1),68,38,0,3
NENDEN SUNDARI,6043460,PGPAUD Kampus Serang (S1),114,37,1,4
SHOFA MUSTHOFA KHALID,6746412,Pendidikan Bahasa Arab (S1),38,37,0,2
ADE ROHAYATI,6186158,Pendidikan Matematika (S1),101,37,0,4
NANA JUMHANA,5994657,Pendidikan Guru Sekolah Dasar (S1),27,27,0,0
ENDA PERMANA,6121829,Pendidikan Teknik Mesin (S1),102,27,0,3
DEDI PURWANTO,6147764,Pendidikan Teknik Bangunan (S1),28,27,0,0
EHAN,6000858,Unknown,27,27,0,0
LILIS SITI SULISTYANINGSIH,5994321,Pendidikan Bahasa Dan Sastra Indonesia (S1),124,27,0,3
FARIDA AMALIA,5994383,Pendidikan Bahasa Perancis (S1),75,27,0,1
SRI WURYASTUTI,6656926,PGSD Kampus Serang (S1),117,37,1,0
FAZAR NURIANSYAH,6787025,Pendidikan Ekonomi (S1),29,26,0,2
MAMUR SAADIE,5993993,Pendidikan Bahasa Indonesia (S2),46,26,0,2
NONO SUPRIATNA,5995836,Akuntansi (S1),176,26,0,5
ASEP SYARIF HIDAYAT,6682806,Pendidikan Matematika (S1),64,26,1,0
ASEP MAHPUDZ,6002868,Pendidikan Sejarah (S2),125,26,1,4
AJANG MULYADI,6745802,Pendidikan Akuntansi (S1),136,26,0,5
LUKMANNUL HAQIM LUBAY,6188717,PGSD Pendidikan Jasmani (S1),45,26,0,4
EVI RAHMAWATI,6691539,Pendidikan Guru Sekolah Dasar (S1),49,26,0,5
RUBBY RAHMAN TSANI,6750739,Logistik Kelautan (S1),38,25,0,2
ASRA,5995737,Unknown,121,25,2,4
HENRY VIRGAN,6139988,Pendidikan Seni Musik (S1),79,25,0,2
IMAM NUGRAHA ALBANIA,6711447,Pendidikan Matematika (S1),94,25,2,2
NANI M SUGANDHI,5994979,Unknown,107,25,1,5
DIDING KELANA SETIADI,6133505,Keperawatan Kampus Sumedang (D3),34,25,0,2
FIRMANSYAH,5995005,Ilmu Ekonomi dan Keuangan Islam (S1),67,25,0,3
TEMMY WIDYASTUTI,6655167,Pendidikan Bahasa Sunda (S1),88,25,0,3
YENI YUNIAWATI,6146618,Unknown,131,25,0,6
ANNISA RAHMADANI,6745774,Pendidikan Bahasa Inggris (S1),25,25,1,1
AULIA ZIKRI RAHMAN,6745855,Teknik Logistik (S1),44,25,0,1
MEITA ANNISA NURHUTAMI,6779834,Desain Produk Industri Kampus Tasikmalaya (S1),35,25,0,0
YAYU WULANDARI,6732193,Unknown,43,25,1,1
ALIS TRIENA PERMANASARI,6095354,Unknown,75,24,0,4
MUHAMMAD HALIMI,6038409,Pendidikan Ilmu Pengetahuan Sosial (S2),113,24,0,6
HELLI IHSAN,6698433,Unknown,94,24,0,3
YOSEP HERNAWAN,6664961,Pendidikan Manajemen Perkantoran (S1),81,28,0,3
SITI NURASIYAH,6003859,Teknik Sipil (S1),57,28,0,2
AAN KHOSIHAN,6750818,Pendidikan Pariwisata (S1),31,28,0,3
CUCU RUHIDAWATI,6147692,Pendidikan Tata Busana (S1),78,28,0,3
ODING HERDIANA,6745912,Bisnis Digital (S1),68,28,1,2
NIDAUL HIDAYAH,5994309,Pendidikan Kepelatihan Olahraga (S1),57,27,0,3
DJAM'AN SATORI,5991840,Unknown,484,27,1,21
DADANG MOHAMAD,6746091,Teknik Sipil (S1),79,27,1,5
NANA JUMHANA,5994657,Pendidikan Guru Sekolah Dasar (S1),27,27,0,0
ENDA PERMANA,6121829,Pendidikan Teknik Mesin (S1),102,27,0,3
TINA SAFARIA NILAWATI,6798289,Biologi (S1),89,29,0,4
RAMDHANI,6754921,Pendidikan Teknik Otomotif (S1),31,29,0,2
DEDDY SURYANA,6150914,Pendidikan Bahasa Inggris (S1),42,29,0,3
DHEKA DWI AGUSTININGSIH,6770931,Bahasa dan Sastra Indonesia (S1),110,28,0,3
NURHUDAYA,5995574,Unknown,144,28,2,4
R IRAWAN SURASETJA,5995585,Arsitektur (S1),142,28,1,2
SISCKA ELVYANTI,6722063,Teknik Elektro (S1),137,28,0,6
RENARIAH,5992168,Pendidikan Bahasa Korea (S1),91,28,0,2
NIZZA NADYA RACHMANI,6746169,Kewirausahaan Kampus Tasikmalaya (S1),48,28,0,1
ABUBAKAR,6664496,Administrasi Pendidikan (S2),122,28,0,2
NURDIANI FATHIRAINI,6722345,Pendidikan Sejarah (S1),30,22,0,1
SRI WAHYUNI,6778397,Pendidikan Sosiologi (S1),24,22,0,0
AEP SAEFUL BACHRI,5994539,Pendidikan Bahasa Jepang (S1),55,22,0,0
DARMAWAN,6724077,PGSD Kampus Serang (S1),23,22,0,0
NICKE YUNITA MOECHARAM,6649096,Pendidikan Bahasa Inggris (S1),108,22,2,1
HANISSA OKITASARI,6753821,Teknik Logistik (S1),25,22,0,1
ANNISA JOVIANI ASTARI,6755030,Sains Informasi Geografi (S1),131,22,2,3
MUDJIHARTONO,6199535,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",30,22,0,0
VIDIA AFINA NURAINI,6792209,Kimia (S1),30,22,1,3
DADANG SUKIRMAN,5995173,Pengembangan Kurikulum (S3),134,22,0,7
ZAINI HAFIDH,6738035,Administrasi Pendidikan (S1),87,24,0,4
LENI PERMANA,5993300,Pendidikan Ekonomi (S1),87,24,1,4
NURYANTO,5993128,Pendidikan Teknik Arsitektur (S1),177,24,1,4
DEDE TATANG SUNARYA,6745784,Unknown,128,24,1,8
SITTI CHOTIDJAH,6722210,Psikologi (S1),101,24,0,4
DUDUNG RAHMAT HIDAYAT,5995427,Unknown,857,24,0,9
TRI MARTINI,6745737,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",28,23,0,1
GANJAR MUHAMMAD GANESWARA,5993578,Pendidikan Umum dan Karakter (S2),32,23,0,3
ENDAH SETYOWATI,6681149,Sistem Telekomunikasi (S1),31,23,0,2
